Lil Baby, Gunna	0	10	0	0	0
Lil Baby	0	10	0	0	0
Gunna	0	10	0	0	0
Lil Baby, Gunna, Young Thug	0	10	0	0	0
Lil Baby, Gunna, Drake	0	10	0	0	0
Ski Mask The Slump God	0	10	0	0	0
Ski Mask The Slump God, XXXTENTACION	0	10	0	0	0
Ski Mask The Slump God, MadeinTYO	0	10	0	0	0
Ski Mask The Slump God, DirtyFaceSmook	0	10	0	0	0
6ix9ine, Bobby Shmurda	0	10	0	0	0
6ix9ine, Nicki Minaj, Murda Beatz	0	10	0	0	0
6ix9ine, Lil Baby	0	10	0	0	0
6ix9ine, Tory Lanez	0	10	0	0	0
6ix9ine, Nicki Minaj, Kanye West	0	10	0	0	0
6ix9ine, A Boogie Wit da Hoodie	0	10	0	0	0
6ix9ine, Anuel Aa	0	10	0	0	0
6ix9ine, Kanye West	0	10	0	0	0
6ix9ine, Gunna	0	10	0	0	0
6ix9ine, DJ SpinKing	0	10	0	0	0
6ix9ine	0	10	0	0	0
6ix9ine, TrifeDrew	0	10	0	0	0
Tory Lanez	0	10	0	0	0
Tory Lanez, Future	0	10	0	0	0
Tory Lanez, Mansa	0	10	0	0	0
Tory Lanez, NAV	0	10	0	0	0
Tory Lanez, 50 Cent	0	10	0	0	0
Tory Lanez, Fabolous, Davo, Paloma Ford	0	10	0	0	0
Tory Lanez, Wiz Khalifa, Mansa	0	10	0	0	0
Trippie Redd	0	10	0	0	0
Trippie Redd, Emani22	0	10	0	0	0
Trippie Redd, Kodie Shane	0	10	0	0	0
Trippie Redd, Baby Goth	0	10	0	0	0
Trippie Redd, YoungBoy Never Broke Again, Nel-Denarro	0	10	0	0	0
Trippie Redd, Juice WRLD	0	10	0	0	0
Trippie Redd, Tory Lanez, Elliott Trent	0	10	0	0	0
Sheck Wes	0	10	0	0	0
Smokepurpp, Murda Beatz	0	10	0	0	0
Smokepurpp, Murda Beatz, Lil Yachty, Offset	0	10	0	0	0
Smokepurpp, Murda Beatz, A$AP Ferg	0	10	0	0	0
French Montana, Chinx	0	10	0	0	0
French Montana, Swae Lee	0	10	0	0	0
French Montana	0	10	0	0	0
French Montana, The Weeknd, Max B	0	10	0	0	0
French Montana, Travis Scott	0	10	0	0	0
French Montana, Pharrell Williams	0	10	0	0	0
French Montana, Ziico Niico	0	10	0	0	0
French Montana, Quavo	0	10	0	0	0
French Montana, Future	0	10	0	0	0
French Montana, T.I.	0	10	0	0	0
